,percentage,region,ad_id
0,0.00141,Nunavut,156528763307879
1,0.099201,Alberta,156528763307879
2,0.247297,British Columbia,156528763307879
3,0.048425,Manitoba,156528763307879
4,0.029619,New Brunswick,156528763307879
5,0.011754,Newfoundland and Labrador,156528763307879
6,0.041843,Nova Scotia,156528763307879
7,0.359191,Ontario,156528763307879
8,0.006582,Prince Edward Island,156528763307879
9,0.115656,Quebec,156528763307879
10,0.03385,Saskatchewan,156528763307879
11,0.001881,Northwest Territories,156528763307879
12,0.003291,Yukon,156528763307879
0,0.14262,Alberta,159842342986514
1,0.189104,British Columbia,159842342986514
2,0.059614,Manitoba,159842342986514
3,0.027618,New Brunswick,159842342986514
4,0.024147,Newfoundland and Labrador,159842342986514
5,0.03939,Nova Scotia,159842342986514
6,0.324027,Ontario,159842342986514
7,0.005735,Prince Edward Island,159842342986514
8,0.10821,Quebec,159842342986514
9,0.060821,Saskatchewan,159842342986514
10,0.007093,Northwest Territories,159842342986514
11,0.009055,Nunavut,159842342986514
12,0.002566,Yukon,159842342986514
0,0.132085,Alberta,182910140614352
1,0.182274,British Columbia,182910140614352
2,0.0497,Manitoba,182910140614352
3,0.057412,New Brunswick,182910140614352
4,0.041988,Newfoundland and Labrador,182910140614352
5,0.079692,Nova Scotia,182910140614352
6,0.251561,Ontario,182910140614352
7,0.012486,Prince Edward Island,182910140614352
8,0.123148,Quebec,182910140614352
9,0.053985,Saskatchewan,182910140614352
10,0.003795,Yukon,182910140614352
11,0.005019,Northwest Territories,182910140614352
12,0.006855,Nunavut,182910140614352
0,0.104011,Alberta,217480390439607
1,0.310305,British Columbia,217480390439607
2,0.043754,Manitoba,217480390439607
3,0.020917,New Brunswick,217480390439607
4,0.009211,Newfoundland and Labrador,217480390439607
5,0.045289,Nova Scotia,217480390439607
6,0.34005,Ontario,217480390439607
7,0.004606,Prince Edward Island,217480390439607
8,0.09288,Quebec,217480390439607
9,0.024563,Saskatchewan,217480390439607
10,0.002879,Yukon,217480390439607
11,0.00096,Northwest Territories,217480390439607
12,0.000576,Nunavut,217480390439607
0,0.142618,Alberta,218242260364603
1,0.20473,British Columbia,218242260364603
2,0.043239,Manitoba,218242260364603
3,0.034161,New Brunswick,218242260364603
4,0.027234,Newfoundland and Labrador,218242260364603
5,0.047539,Nova Scotia,218242260364603
6,0.317965,Ontario,218242260364603
7,0.005733,Prince Edward Island,218242260364603
8,0.114668,Quebec,218242260364603
9,0.043717,Saskatchewan,218242260364603
10,0.003822,Yukon,218242260364603
11,0.006928,Northwest Territories,218242260364603
12,0.007645,Nunavut,218242260364603
0,0.119362,Alberta,218551410323672
1,0.242613,British Columbia,218551410323672
2,0.03888,Manitoba,218551410323672
3,0.028771,New Brunswick,218551410323672
4,0.010886,Newfoundland and Labrador,218551410323672
5,0.044712,Nova Scotia,218551410323672
6,0.386858,Ontario,218551410323672
7,0.003888,Prince Edward Island,218551410323672
8,0.085148,Quebec,218551410323672
9,0.031104,Saskatchewan,218551410323672
10,0.003888,Yukon,218551410323672
11,0.002333,Northwest Territories,218551410323672
12,0.001555,Nunavut,218551410323672
0,0.004566,Newfoundland and Labrador,221584829949237
1,0.004566,Yukon,221584829949237
2,0.004566,Northwest Territories,221584829949237
3,0.100457,Alberta,221584829949237
4,0.292237,British Columbia,221584829949237
5,0.214612,Ontario,221584829949237
6,0.114155,Quebec,221584829949237
7,0.068493,Saskatchewan,221584829949237
8,0.109589,Nova Scotia,221584829949237
9,0.059361,Manitoba,221584829949237
10,0.018265,New Brunswick,221584829949237
11,0.009132,Prince Edward Island,221584829949237
0,0.098663,Alberta,223519463148765
1,0.159308,British Columbia,223519463148765
2,0.038215,Manitoba,223519463148765
3,0.042092,New Brunswick,223519463148765
4,0.028444,Newfoundland and Labrador,223519463148765
5,0.055997,Nova Scotia,223519463148765
6,0.418407,Ontario,223519463148765
7,0.00813,Prince Edward Island,223519463148765
8,0.109206,Quebec,223519463148765
9,0.032321,Saskatchewan,223519463148765
10,0.002908,Yukon,223519463148765
11,0.003026,Northwest Territories,223519463148765
12,0.003283,Nunavut,223519463148765
0,0.117393,Alberta,266572228801686
1,0.29101,British Columbia,266572228801686
2,0.035836,Manitoba,266572228801686
3,0.022243,New Brunswick,266572228801686
4,0.008341,Newfoundland and Labrador,266572228801686
5,0.035527,Nova Scotia,266572228801686
6,0.380599,Ontario,266572228801686
7,0.072289,Quebec,266572228801686
8,0.021625,Saskatchewan,266572228801686
9,0.005252,Yukon,266572228801686
10,0.005561,Prince Edward Island,266572228801686
11,0.001854,Nunavut,266572228801686
12,0.002471,Northwest Territories,266572228801686
0,0.104522,Alberta,286675156264861
1,0.192526,British Columbia,286675156264861
2,0.041294,Manitoba,286675156264861
3,0.024506,New Brunswick,286675156264861
4,0.010425,Newfoundland and Labrador,286675156264861
5,0.041971,Nova Scotia,286675156264861
6,0.420119,Ontario,286675156264861
7,0.003926,Prince Edward Island,286675156264861
8,0.128216,Quebec,286675156264861
9,0.027891,Saskatchewan,286675156264861
10,0.002302,Yukon,286675156264861
11,0.000677,Northwest Territories,286675156264861
12,0.001625,Nunavut,286675156264861
0,0.12462,Alberta,345743330622638
1,0.235258,British Columbia,345743330622638
2,0.044985,Manitoba,345743330622638
3,0.032827,New Brunswick,345743330622638
4,0.015198,Newfoundland and Labrador,345743330622638
5,0.056535,Nova Scotia,345743330622638
6,0.353191,Ontario,345743330622638
7,0.006687,Prince Edward Island,345743330622638
8,0.096657,Quebec,345743330622638
9,0.027356,Saskatchewan,345743330622638
10,0.002432,Yukon,345743330622638
11,0.001216,Northwest Territories,345743330622638
12,0.00304,Nunavut,345743330622638
0,0.116502,Alberta,363455182169687
1,0.152006,British Columbia,363455182169687
2,0.046877,Manitoba,363455182169687
3,0.041447,New Brunswick,363455182169687
4,0.02992,Newfoundland and Labrador,363455182169687
5,0.062093,Nova Scotia,363455182169687
6,0.338747,Ontario,363455182169687
7,0.007736,Prince Edward Island,363455182169687
8,0.146063,Quebec,363455182169687
9,0.046877,Saskatchewan,363455182169687
10,0.002459,Yukon,363455182169687
11,0.003894,Northwest Territories,363455182169687
12,0.005379,Nunavut,363455182169687
0,0.134454,Alberta,366090218393274
1,0.182773,British Columbia,366090218393274
2,0.063025,Manitoba,366090218393274
3,0.054622,New Brunswick,366090218393274
4,0.014706,Newfoundland and Labrador,366090218393274
5,0.052521,Nova Scotia,366090218393274
6,0.334034,Ontario,366090218393274
7,0.113445,Quebec,366090218393274
8,0.039916,Saskatchewan,366090218393274
9,0.006303,Prince Edward Island,366090218393274
10,0.004202,Northwest Territories,366090218393274
0,0.051948,Saskatchewan,369962501460488
1,0.012987,Yukon,369962501460488
2,0.006494,Northwest Territories,369962501460488
3,0.012987,Newfoundland and Labrador,369962501460488
4,0.136364,Alberta,369962501460488
5,0.019481,Nova Scotia,369962501460488
6,0.415584,Ontario,369962501460488
7,0.012987,Prince Edward Island,369962501460488
8,0.149351,British Columbia,369962501460488
9,0.116883,Quebec,369962501460488
10,0.025974,Manitoba,369962501460488
11,0.038961,New Brunswick,369962501460488
0,0.130858,Alberta,375922000734800
1,0.218391,British Columbia,375922000734800
2,0.057471,Manitoba,375922000734800
3,0.068081,New Brunswick,375922000734800
4,0.036251,Newfoundland and Labrador,375922000734800
5,0.061892,Nova Scotia,375922000734800
6,0.253758,Ontario,375922000734800
7,0.004421,Prince Edward Island,375922000734800
8,0.11229,Quebec,375922000734800
9,0.045977,Saskatchewan,375922000734800
10,0.002653,Northwest Territories,375922000734800
11,0.004421,Nunavut,375922000734800
12,0.003537,Yukon,375922000734800
0,0.120548,Alberta,391853105775245
1,0.153425,British Columbia,391853105775245
2,0.060274,Manitoba,391853105775245
3,0.038356,New Brunswick,391853105775245
4,0.024658,Newfoundland and Labrador,391853105775245
5,0.043836,Nova Scotia,391853105775245
6,0.339726,Ontario,391853105775245
7,0.008219,Prince Edward Island,391853105775245
8,0.136986,Quebec,391853105775245
9,0.071233,Saskatchewan,391853105775245
10,0.00274,Nunavut,391853105775245
0,0.126904,Alberta,396620581910427
1,0.189358,British Columbia,396620581910427
2,0.045488,Manitoba,396620581910427
3,0.038502,New Brunswick,396620581910427
4,0.028679,Newfoundland and Labrador,396620581910427
5,0.053209,Nova Scotia,396620581910427
6,0.333281,Ontario,396620581910427
7,0.005988,Prince Edward Island,396620581910427
8,0.116189,Quebec,396620581910427
9,0.047589,Saskatchewan,396620581910427
10,0.004045,Yukon,396620581910427
11,0.004517,Northwest Territories,396620581910427
12,0.006251,Nunavut,396620581910427
0,0.004665,Northwest Territories,401429088001044
1,0.005365,Nunavut,401429088001044
2,0.122697,Alberta,401429088001044
3,0.261022,British Columbia,401429088001044
4,0.04502,Manitoba,401429088001044
5,0.030557,New Brunswick,401429088001044
6,0.019128,Newfoundland and Labrador,401429088001044
7,0.035456,Nova Scotia,401429088001044
8,0.316772,Ontario,401429088001044
9,0.003965,Prince Edward Island,401429088001044
10,0.106135,Quebec,401429088001044
11,0.043387,Saskatchewan,401429088001044
12,0.005832,Yukon,401429088001044
0,0.107296,Alberta,407974314101644
1,0.215021,British Columbia,407974314101644
2,0.043634,Manitoba,407974314101644
3,0.044206,New Brunswick,407974314101644
4,0.03176,Newfoundland and Labrador,407974314101644
5,0.060658,Nova Scotia,407974314101644
6,0.333763,Ontario,407974314101644
7,0.007296,Prince Edward Island,407974314101644
8,0.100143,Quebec,407974314101644
9,0.041631,Saskatchewan,407974314101644
10,0.003147,Yukon,407974314101644
11,0.00515,Northwest Territories,407974314101644
12,0.006295,Nunavut,407974314101644
0,0.008816,Newfoundland and Labrador,437184114517023
1,0.002519,Prince Edward Island,437184114517023
2,0.003778,Northwest Territories,437184114517023
3,0.002519,Nunavut,437184114517023
4,0.001259,Yukon,437184114517023
5,0.032746,Manitoba,437184114517023
6,0.084383,Alberta,437184114517023
7,0.147355,British Columbia,437184114517023
8,0.026448,New Brunswick,437184114517023
9,0.026448,Nova Scotia,437184114517023
10,0.501259,Ontario,437184114517023
11,0.132242,Quebec,437184114517023
12,0.030227,Saskatchewan,437184114517023
0,0.009259,Northwest Territories,533209321099431
1,0.009259,Nunavut,533209321099431
2,0.087963,Alberta,533209321099431
3,0.157407,British Columbia,533209321099431
4,0.041667,New Brunswick,533209321099431
5,0.064815,Nova Scotia,533209321099431
6,0.37963,Ontario,533209321099431
7,0.148148,Quebec,533209321099431
8,0.027778,Manitoba,533209321099431
9,0.027778,Newfoundland and Labrador,533209321099431
10,0.046296,Saskatchewan,533209321099431
0,0.001773,Prince Edward Island,546592913086733
1,0.001773,Yukon,546592913086733
2,0.00266,Northwest Territories,546592913086733
3,0.116135,Alberta,546592913086733
4,0.242021,British Columbia,546592913086733
5,0.037234,Manitoba,546592913086733
6,0.027482,New Brunswick,546592913086733
7,0.010638,Newfoundland and Labrador,546592913086733
8,0.044326,Nova Scotia,546592913086733
9,0.35727,Ontario,546592913086733
10,0.12234,Quebec,546592913086733
11,0.031915,Saskatchewan,546592913086733
12,0.004433,Nunavut,546592913086733
0,0.000623,Nunavut,551754772775056
1,0.000623,Yukon,551754772775056
2,0.089776,Alberta,551754772775056
3,0.282419,British Columbia,551754772775056
4,0.033666,Manitoba,551754772775056
5,0.014339,New Brunswick,551754772775056
6,0.007481,Newfoundland and Labrador,551754772775056
7,0.034913,Nova Scotia,551754772775056
8,0.422693,Ontario,551754772775056
9,0.081671,Quebec,551754772775056
10,0.026185,Saskatchewan,551754772775056
11,0.005611,Prince Edward Island,551754772775056
0,0.00142,Nunavut,553836119171999
1,0.141098,Alberta,553836119171999
2,0.258523,British Columbia,553836119171999
3,0.029356,Manitoba,553836119171999
4,0.027462,New Brunswick,553836119171999
5,0.019886,Newfoundland and Labrador,553836119171999
6,0.041193,Nova Scotia,553836119171999
7,0.322917,Ontario,553836119171999
8,0.004735,Prince Edward Island,553836119171999
9,0.097538,Quebec,553836119171999
10,0.044034,Saskatchewan,553836119171999
11,0.005682,Yukon,553836119171999
12,0.006155,Northwest Territories,553836119171999
0,0.137726,Alberta,565050564829532
1,0.22233,British Columbia,565050564829532
2,0.044574,Manitoba,565050564829532
3,0.028238,New Brunswick,565050564829532
4,0.019691,Newfoundland and Labrador,565050564829532
5,0.042086,Nova Scotia,565050564829532
6,0.330845,Ontario,565050564829532
7,0.007141,Prince Edward Island,565050564829532
8,0.107649,Quebec,565050564829532
9,0.048145,Saskatchewan,565050564829532
10,0.003462,Yukon,565050564829532
11,0.004436,Northwest Territories,565050564829532
12,0.003678,Nunavut,565050564829532
0,0.109623,Alberta,572136707314497
1,0.236201,British Columbia,572136707314497
2,0.036894,Manitoba,572136707314497
3,0.044215,New Brunswick,572136707314497
4,0.023697,Newfoundland and Labrador,572136707314497
5,0.059243,Nova Scotia,572136707314497
6,0.33648,Ontario,572136707314497
7,0.007995,Prince Edward Island,572136707314497
8,0.10105,Quebec,572136707314497
9,0.034197,Saskatchewan,572136707314497
10,0.004335,Yukon,572136707314497
11,0.003275,Northwest Territories,572136707314497
12,0.002794,Nunavut,572136707314497
0,0.134508,Alberta,583562039740105
1,0.211424,British Columbia,583562039740105
2,0.04793,Manitoba,583562039740105
3,0.026428,New Brunswick,583562039740105
4,0.026239,Newfoundland and Labrador,583562039740105
5,0.042436,Nova Scotia,583562039740105
6,0.338827,Ontario,583562039740105
7,0.006157,Prince Edward Island,583562039740105
8,0.103249,Quebec,583562039740105
9,0.045752,Saskatchewan,583562039740105
10,0.004831,Yukon,583562039740105
11,0.005873,Northwest Territories,583562039740105
12,0.006346,Nunavut,583562039740105
0,0.002037,Nunavut,584855642873668
1,0.002037,Yukon,584855642873668
2,0.002037,Northwest Territories,584855642873668
3,0.112016,Alberta,584855642873668
4,0.272912,British Columbia,584855642873668
5,0.044807,Manitoba,584855642873668
6,0.032587,Nova Scotia,584855642873668
7,0.356415,Ontario,584855642873668
8,0.112016,Quebec,584855642873668
9,0.016293,Saskatchewan,584855642873668
10,0.026477,New Brunswick,584855642873668
11,0.01833,Newfoundland and Labrador,584855642873668
12,0.002037,Prince Edward Island,584855642873668
0,0.09024,Alberta,586139792797337
1,0.208012,British Columbia,586139792797337
2,0.037441,Manitoba,586139792797337
3,0.024489,New Brunswick,586139792797337
4,0.008847,Newfoundland and Labrador,586139792797337
5,0.040767,Nova Scotia,586139792797337
6,0.456083,Ontario,586139792797337
7,0.004105,Prince Edward Island,586139792797337
8,0.09937,Quebec,586139792797337
9,0.025621,Saskatchewan,586139792797337
10,0.002406,Yukon,586139792797337
11,0.001486,Northwest Territories,586139792797337
12,0.001132,Nunavut,586139792797337
0,0.004975,Newfoundland and Labrador,603722684130697
1,0.004975,Yukon,603722684130697
2,0.18408,Alberta,603722684130697
3,0.243781,British Columbia,603722684130697
4,0.054726,Manitoba,603722684130697
5,0.029851,Nova Scotia,603722684130697
6,0.273632,Ontario,603722684130697
7,0.104478,Quebec,603722684130697
8,0.029851,New Brunswick,603722684130697
9,0.054726,Saskatchewan,603722684130697
10,0.00995,Northwest Territories,603722684130697
11,0.004975,Nunavut,603722684130697
0,0.113849,Alberta,608967876775111
1,0.208156,British Columbia,608967876775111
2,0.038233,Manitoba,608967876775111
3,0.038233,New Brunswick,608967876775111
4,0.016143,Newfoundland and Labrador,608967876775111
5,0.056075,Nova Scotia,608967876775111
6,0.292268,Ontario,608967876775111
7,0.008496,Prince Edward Island,608967876775111
8,0.173322,Quebec,608967876775111
9,0.049278,Saskatchewan,608967876775111
10,0.001699,Yukon,608967876775111
11,0.002549,Northwest Territories,608967876775111
12,0.001699,Nunavut,608967876775111
0,0.003247,Northwest Territories,622615199121713
1,0.112013,Alberta,622615199121713
2,0.123377,British Columbia,622615199121713
3,0.038961,Manitoba,622615199121713
4,0.032468,New Brunswick,622615199121713
5,0.025974,Newfoundland and Labrador,622615199121713
6,0.037338,Nova Scotia,622615199121713
7,0.435065,Ontario,622615199121713
8,0.00974,Prince Edward Island,622615199121713
9,0.137987,Quebec,622615199121713
10,0.038961,Saskatchewan,622615199121713
11,0.00487,Nunavut,622615199121713
0,0.122064,Alberta,643889470113664
1,0.183288,British Columbia,643889470113664
2,0.037736,Manitoba,643889470113664
3,0.048903,New Brunswick,643889470113664
4,0.03196,Newfoundland and Labrador,643889470113664
5,0.06546,Nova Scotia,643889470113664
6,0.311898,Ontario,643889470113664
7,0.009626,Prince Edward Island,643889470113664
8,0.118213,Quebec,643889470113664
9,0.053523,Saskatchewan,643889470113664
10,0.005391,Yukon,643889470113664
11,0.004621,Northwest Territories,643889470113664
12,0.007316,Nunavut,643889470113664
0,0.132172,Alberta,706326490767541
1,0.155496,British Columbia,706326490767541
2,0.064879,Manitoba,706326490767541
3,0.0437,New Brunswick,706326490767541
4,0.022252,Newfoundland and Labrador,706326490767541
5,0.051206,Nova Scotia,706326490767541
6,0.300536,Ontario,706326490767541
7,0.006434,Prince Edward Island,706326490767541
8,0.144236,Quebec,706326490767541
9,0.064611,Saskatchewan,706326490767541
10,0.004021,Northwest Territories,706326490767541
11,0.008311,Nunavut,706326490767541
12,0.002145,Yukon,706326490767541
0,0.123572,Alberta,887627248843453
1,0.218727,British Columbia,887627248843453
2,0.044939,Manitoba,887627248843453
3,0.038359,New Brunswick,887627248843453
4,0.024657,Newfoundland and Labrador,887627248843453
5,0.05705,Nova Scotia,887627248843453
6,0.333695,Ontario,887627248843453
7,0.006399,Prince Edward Island,887627248843453
8,0.092986,Quebec,887627248843453
9,0.046819,Saskatchewan,887627248843453
10,0.004158,Yukon,887627248843453
11,0.004953,Northwest Territories,887627248843453
12,0.003688,Nunavut,887627248843453
0,0.117861,Alberta,888247878775244
1,0.157643,British Columbia,888247878775244
2,0.056124,Manitoba,888247878775244
3,0.042093,New Brunswick,888247878775244
4,0.024926,Newfoundland and Labrador,888247878775244
5,0.048366,Nova Scotia,888247878775244
6,0.329977,Ontario,888247878775244
7,0.007758,Prince Edward Island,888247878775244
8,0.138825,Quebec,888247878775244
9,0.061737,Saskatchewan,888247878775244
10,0.001981,Yukon,888247878775244
11,0.005282,Northwest Territories,888247878775244
12,0.007428,Nunavut,888247878775244
0,0.08726,Alberta,979351245973740
1,0.27865,British Columbia,979351245973740
2,0.027923,Manitoba,979351245973740
3,0.011635,New Brunswick,979351245973740
4,0.005817,Newfoundland and Labrador,979351245973740
5,0.040721,Nova Scotia,979351245973740
6,0.403141,Ontario,979351245973740
7,0.112275,Quebec,979351245973740
8,0.025596,Saskatchewan,979351245973740
9,0.00349,Yukon,979351245973740
10,0.001745,Northwest Territories,979351245973740
11,0.001163,Nunavut,979351245973740
12,0.000582,Prince Edward Island,979351245973740
0,0.11751,Alberta,983728975809055
1,0.236184,British Columbia,983728975809055
2,0.038394,Manitoba,983728975809055
3,0.044793,Nova Scotia,983728975809055
4,0.31879,Ontario,983728975809055
5,0.010471,Prince Edward Island,983728975809055
6,0.122164,Quebec,983728975809055
7,0.041885,Saskatchewan,983728975809055
8,0.00349,Northwest Territories,983728975809055
9,0.036649,New Brunswick,983728975809055
10,0.024433,Newfoundland and Labrador,983728975809055
11,0.002327,Yukon,983728975809055
12,0.002909,Nunavut,983728975809055
0,0.098036,Alberta,1027556054723991
1,0.158779,British Columbia,1027556054723991
2,0.03798,Manitoba,1027556054723991
3,0.035564,New Brunswick,1027556054723991
4,0.027159,Newfoundland and Labrador,1027556054723991
5,0.053497,Nova Scotia,1027556054723991
6,0.424502,Ontario,1027556054723991
7,0.005838,Prince Edward Island,1027556054723991
8,0.116237,Quebec,1027556054723991
9,0.035262,Saskatchewan,1027556054723991
10,0.002315,Yukon,1027556054723991
11,0.002483,Northwest Territories,1027556054723991
12,0.002349,Nunavut,1027556054723991
0,0.001044,Northwest Territories,1064604857611531
1,0.001566,Nunavut,1064604857611531
2,0.09665,Alberta,1064604857611531
3,0.211251,British Columbia,1064604857611531
4,0.036426,Manitoba,1064604857611531
5,0.026302,New Brunswick,1064604857611531
6,0.011272,Newfoundland and Labrador,1064604857611531
7,0.043628,Nova Scotia,1064604857611531
8,0.436802,Ontario,1064604857611531
9,0.005636,Prince Edward Island,1064604857611531
10,0.101973,Quebec,1064604857611531
11,0.023901,Saskatchewan,1064604857611531
12,0.003549,Yukon,1064604857611531
0,0.140738,Alberta,1095157227888896
1,0.208975,British Columbia,1095157227888896
2,0.039866,Manitoba,1095157227888896
3,0.030781,New Brunswick,1095157227888896
4,0.022066,Newfoundland and Labrador,1095157227888896
5,0.062488,Nova Scotia,1095157227888896
6,0.321157,Ontario,1095157227888896
7,0.0089,Prince Edward Island,1095157227888896
8,0.114408,Quebec,1095157227888896
9,0.041164,Saskatchewan,1095157227888896
10,0.002596,Yukon,1095157227888896
11,0.004265,Northwest Territories,1095157227888896
12,0.002596,Nunavut,1095157227888896
0,0.080132,Alberta,1100497753817760
1,0.200146,British Columbia,1100497753817760
2,0.040249,Manitoba,1100497753817760
3,0.025247,New Brunswick,1100497753817760
4,0.010611,Newfoundland and Labrador,1100497753817760
5,0.047567,Nova Scotia,1100497753817760
6,0.458836,Ontario,1100497753817760
7,0.002561,Prince Edward Island,1100497753817760
8,0.106111,Quebec,1100497753817760
9,0.021222,Saskatchewan,1100497753817760
10,0.002195,Yukon,1100497753817760
11,0.001829,Northwest Territories,1100497753817760
12,0.003293,Nunavut,1100497753817760
0,0.004045,Yukon,1135673956841164
1,0.097896,Alberta,1135673956841164
2,0.29288,British Columbia,1135673956841164
3,0.029126,Manitoba,1135673956841164
4,0.021845,New Brunswick,1135673956841164
5,0.023463,Nova Scotia,1135673956841164
6,0.420712,Ontario,1135673956841164
7,0.004854,Prince Edward Island,1135673956841164
8,0.074434,Quebec,1135673956841164
9,0.021036,Saskatchewan,1135673956841164
10,0.001618,Nunavut,1135673956841164
11,0.005663,Newfoundland and Labrador,1135673956841164
12,0.002427,Northwest Territories,1135673956841164
0,0.117345,Alberta,1187908771678548
1,0.209005,British Columbia,1187908771678548
2,0.039506,Manitoba,1187908771678548
3,0.034552,New Brunswick,1187908771678548
4,0.018123,Newfoundland and Labrador,1187908771678548
5,0.053327,Nova Scotia,1187908771678548
6,0.352601,Ontario,1187908771678548
7,0.005302,Prince Edward Island,1187908771678548
8,0.126211,Quebec,1187908771678548
9,0.03729,Saskatchewan,1187908771678548
10,0.002303,Yukon,1187908771678548
11,0.002043,Northwest Territories,1187908771678548
12,0.00239,Nunavut,1187908771678548
0,0.117686,Alberta,1197461680738560
1,0.198735,British Columbia,1197461680738560
2,0.046301,Manitoba,1197461680738560
3,0.042084,New Brunswick,1197461680738560
4,0.022931,Newfoundland and Labrador,1197461680738560
5,0.055175,Nova Scotia,1197461680738560
6,0.334563,Ontario,1197461680738560
7,0.006633,Prince Edward Island,1197461680738560
8,0.127087,Quebec,1197461680738560
9,0.038438,Saskatchewan,1197461680738560
10,0.002811,Yukon,1197461680738560
11,0.003778,Northwest Territories,1197461680738560
12,0.003778,Nunavut,1197461680738560
0,0.131681,Alberta,1229703787477040
1,0.228885,British Columbia,1229703787477040
2,0.045805,Manitoba,1229703787477040
3,0.034195,New Brunswick,1229703787477040
4,0.023575,Newfoundland and Labrador,1229703787477040
5,0.054867,Nova Scotia,1229703787477040
6,0.317876,Ontario,1229703787477040
7,0.009274,Prince Edward Island,1229703787477040
8,0.09685,Quebec,1229703787477040
9,0.042478,Saskatchewan,1229703787477040
10,0.005664,Yukon,1229703787477040
11,0.005239,Northwest Territories,1229703787477040
12,0.003611,Nunavut,1229703787477040
0,0.134988,Alberta,1237010413438290
1,0.245462,British Columbia,1237010413438290
2,0.042979,Manitoba,1237010413438290
3,0.026067,New Brunswick,1237010413438290
4,0.017223,Newfoundland and Labrador,1237010413438290
5,0.047013,Nova Scotia,1237010413438290
6,0.310163,Ontario,1237010413438290
7,0.006051,Prince Edward Island,1237010413438290
8,0.112956,Quebec,1237010413438290
9,0.0436,Saskatchewan,1237010413438290
10,0.005741,Yukon,1237010413438290
11,0.005275,Northwest Territories,1237010413438290
12,0.002483,Nunavut,1237010413438290
0,0.002222,Yukon,1294606860985511
1,0.120622,Alberta,1294606860985511
2,0.197857,British Columbia,1294606860985511
3,0.045478,Manitoba,1294606860985511
4,0.042211,New Brunswick,1294606860985511
5,0.025484,Newfoundland and Labrador,1294606860985511
6,0.051228,Nova Scotia,1294606860985511
7,0.337167,Ontario,1294606860985511
8,0.006926,Prince Edward Island,1294606860985511
9,0.106377,Quebec,1294606860985511
10,0.053058,Saskatchewan,1294606860985511
11,0.003659,Northwest Territories,1294606860985511
12,0.00771,Nunavut,1294606860985511
0,0.121232,Alberta,1465445323821414
1,0.151963,British Columbia,1465445323821414
2,0.050495,Manitoba,1465445323821414
3,0.042251,New Brunswick,1465445323821414
4,0.030474,Newfoundland and Labrador,1465445323821414
5,0.054249,Nova Scotia,1465445323821414
6,0.345773,Ontario,1465445323821414
7,0.006293,Prince Edward Island,1465445323821414
8,0.135512,Quebec,1465445323821414
9,0.050274,Saskatchewan,1465445323821414
10,0.001803,Yukon,1465445323821414
11,0.003165,Northwest Territories,1465445323821414
12,0.006514,Nunavut,1465445323821414
0,0.142553,Alberta,1726113310916342
1,0.211471,British Columbia,1726113310916342
2,0.039404,Manitoba,1726113310916342
3,0.030732,New Brunswick,1726113310916342
4,0.023733,Newfoundland and Labrador,1726113310916342
5,0.047923,Nova Scotia,1726113310916342
6,0.333333,Ontario,1726113310916342
7,0.004564,Prince Edward Island,1726113310916342
8,0.110604,Quebec,1726113310916342
9,0.043055,Saskatchewan,1726113310916342
10,0.004412,Yukon,1726113310916342
11,0.005021,Northwest Territories,1726113310916342
12,0.003195,Nunavut,1726113310916342
0,0.012987,New Brunswick,2000236583475796
1,0.123377,Alberta,2000236583475796
2,0.194805,British Columbia,2000236583475796
3,0.051948,Nova Scotia,2000236583475796
4,0.409091,Ontario,2000236583475796
5,0.136364,Quebec,2000236583475796
6,0.025974,Saskatchewan,2000236583475796
7,0.038961,Manitoba,2000236583475796
8,0.006494,Yukon,2000236583475796
0,0.107143,Alberta,2683454581954408
1,0.223673,British Columbia,2683454581954408
2,0.037959,Manitoba,2683454581954408
3,0.034082,New Brunswick,2683454581954408
4,0.015102,Newfoundland and Labrador,2683454581954408
5,0.052245,Nova Scotia,2683454581954408
6,0.373061,Ontario,2683454581954408
7,0.004082,Prince Edward Island,2683454581954408
8,0.112857,Quebec,2683454581954408
9,0.034082,Saskatchewan,2683454581954408
10,0.003265,Yukon,2683454581954408
11,0.001224,Northwest Territories,2683454581954408
12,0.001224,Nunavut,2683454581954408
0,0.136741,Alberta,2986175258304414
1,0.162122,British Columbia,2986175258304414
2,0.052953,Manitoba,2986175258304414
3,0.045767,New Brunswick,2986175258304414
4,0.033688,Newfoundland and Labrador,2986175258304414
5,0.062535,Nova Scotia,2986175258304414
6,0.316549,Ontario,2986175258304414
7,0.008715,Prince Edward Island,2986175258304414
8,0.11345,Quebec,2986175258304414
9,0.052189,Saskatchewan,2986175258304414
10,0.003568,Yukon,2986175258304414
11,0.004077,Northwest Territories,2986175258304414
12,0.007645,Nunavut,2986175258304414
0,0.102083,Alberta,2991141857871024
1,0.16354,British Columbia,2991141857871024
2,0.04187,Manitoba,2991141857871024
3,0.038864,New Brunswick,2991141857871024
4,0.032024,Newfoundland and Labrador,2991141857871024
5,0.059177,Nova Scotia,2991141857871024
6,0.38605,Ontario,2991141857871024
7,0.007566,Prince Edward Island,2991141857871024
8,0.126023,Quebec,2991141857871024
9,0.033579,Saskatchewan,2991141857871024
10,0.00228,Yukon,2991141857871024
11,0.003213,Northwest Territories,2991141857871024
12,0.003731,Nunavut,2991141857871024
0,0.116964,Alberta,3055342054743053
1,0.141071,British Columbia,3055342054743053
2,0.039286,Manitoba,3055342054743053
3,0.041964,New Brunswick,3055342054743053
